REITIR;Reitir Fasteignafélag;realestate;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2016-08-11;80,037;80,631;80,037;80,037;80,037;80,037;80,037;26216,589470963783;2098295,2;2;
2016-08-10;80,037;80,73;80,73;80,73;80,73;80,73;80,73;83664,1239869326;6754231;3;
2016-08-09;80,037;81,127;80,73;80,73;80,037;80,037;80,336;44214,562326612526;3552025,5;2;
2016-08-08;80,235;80,829;80,631;80,631;80,433;80,433;80,587;1568815,8973344264;126425600;8;
2016-08-05;80,829;81,82;80,829;80,829;80,829;80,829;80,829;7949,071026776881;642518,4;1;
2016-08-04;80,829;81,721;;;;81,226;;302860,2118406228;24630000;1;
2016-08-03;80,829;81,721;;;;81,226;;;;0;
2016-08-02;80,829;81,622;81,226;81,226;81,226;81,226;81,226;398765,9455901534;32390000;3;
2016-07-29;80,433;81,622;80,235;80,631;80,235;80,433;80,391;1189231,098494179;95603600;5;
2016-07-28;80,433;81,424;80,928;80,928;80,631;80,631;80,798;1766684,5690702998;142744400;8;
2016-07-27;81,027;81,919;81,226;81,622;81,127;81,127;81,451;465417,4019439588;37908804;3;
2016-07-26;81,027;81,226;81,721;81,721;81,027;81,027;81,066;12743,348180213941;1033051,4;2;
2016-07-25;81,027;81,721;81,572;81,572;81,572;81,572;81,572;45429,03177609343;3705750;1;
2016-07-22;81,027;81,721;81,721;81,721;81,027;81,721;81,717;609050,876477453;49769858,2;3;
2016-07-21;81,027;81,721;;;;81,721;;;;0;
2016-07-20;81,127;81,721;81,424;81,721;81,127;81,721;81,449;2972068,212195979;242071800;7;
2016-07-19;81,424;82,216;82,018;82,216;81,721;82,216;82,018;2734322,94590109;224263700;7;
2016-07-18;82,216;83,108;82,216;83,108;82,216;83,108;83,057;34629,036621856816;2876166,6;3;
2016-07-15;82,117;82,513;82,117;82,117;82,117;82,117;82,117;16202,011799433854;1330462,1;2;
2016-07-14;82,711;83,207;83,207;83,207;83,207;83,207;83,207;11609,641453890542;966000;1;
2016-07-13;82,315;83,108;82,315;83,108;82,315;83,108;82,337;445435,6947007539;36675729,9;2;
2016-07-12;81,919;82,91;82,117;82,315;82,117;82,315;82,196;1717419,3079442253;141164480;5;
2016-07-11;81,721;82,216;81,721;82,117;81,721;82,117;82,015;815916,5155730721;66917542,3;3;
2016-07-08;81,721;82,216;81,622;81,622;81,622;81,622;81,622;706673,82762812;57680000;2;
2016-07-07;81,424;82,117;81,969;82,117;81,969;82,117;81,969;1011739,8713449821;82930836,5;3;
2016-07-06;81,622;82,315;83,009;83,009;81,82;81,82;82,12;2189083,706524417;179768213,3;7;
2016-07-05;82,117;83,009;82,414;82,563;82,117;82,117;82,403;2838565,411748553;233906841,8;9;
2016-07-04;81,027;82,216;81,523;81,523;81,523;81,523;81,523;1718958,847354415;140134267,5;4;
2016-07-01;81,523;81,721;81,721;81,721;81,721;81,721;81,721;1601248,1878863992;131046232,8;3;
2016-06-30;81,523;82,612;81,027;82,018;81,027;82,018;81,991;1907722,5315883201;156415675,2;7;
2016-06-29;81,027;81,622;81,325;81,325;81,325;81,325;81,325;273987,5383118168;22281940;2;
2016-06-28;80,73;81,622;80,879;81,622;80,433;81,622;81,041;1823887,7963487173;147808914,5;8;
2016-06-27;80,433;81,226;82,315;82,315;80,235;80,433;81,487;2870210,2657497404;233811334,4;13;
2016-06-24;82,414;83,405;82,81;82,81;80,631;82,414;82,523;1558720,5569397388;128630800;6;
2016-06-23;83,306;84,197;83,306;83,306;83,306;83,306;83,306;29904,4173171431;2491210,2;2;
2016-06-22;83,306;84,296;83,405;83,405;83,306;83,306;83,402;673030,0962287846;56132283,4;5;
2016-06-21;83,405;84,494;83,207;84,197;83,207;84,197;83,941;476752,4501391138;40019000;3;
2016-06-20;83,108;83,90;83,999;83,999;83,504;83,504;83,721;359829,2272218835;30125348,8;2;
2016-06-16;82,91;83,90;;;;83,90;;;;0;
2016-06-15;82,81;83,90;83,801;83,90;83,207;83,90;83,307;198283,59022609526;16518395,2;5;
2016-06-14;82,91;83,702;82,81;82,91;82,81;82,91;82,813;326076,46614628553;27003336,6;3;
2016-06-13;83,009;83,999;83,009;83,009;83,009;83,009;83,009;630630,6761051369;52347765;2;
